,sentences
426,"['they', 'have', 'their', 'data', 'center']"
427,"['right?', 'these', 'realli', 'allow', 'develop', 'build', 'experi', 'fraction', 'time', 'cost,', 'also', 'get', 'access', 'know,', 'some', 'most', 'engag', 'audienc', 'ever', 'media', 'outlet,', 'with', 'averag', 'daili', 'activ', 'user', 'grow', 'spend', 'half', 'hour', 'plaza', 'day,', 'which', 'quit', 'quit', 'quit', 'stagger', 'data', 'point']"
428,"['know,', 'think', 'definit', 'contend', 'driver', 'what', 'univers', 'alreadi', 'today']"
429,"['but,', 'course,', ""there'"", 'other...']"
430,"['there', 'other', 'compani', 'anywher', 'from']"
431,"['know,', 'facebook', 'world', 'revolv', 'mark', 'zuckerberg']"
432,"['know,', ""he'"", 'approach', 'facebook', 'essenti']"
433,"[""he'"", 'move', 'from', 'social', 'media', ""member'"", 'company,', 'most', 'like', 'other', 'social', 'media,', 'genr', 'announc', 'like', 'snapchat,', 'them', 'will', 'most', 'like', 'alreadi', 'think', 'about', 'they', 'build', 'themselv', 'part', 'narr', 'univers']"
434,"['then,', 'course,', 'there', 'technolog', 'provid', 'compani', 'like', 'that', 'play', 'massiv', 'role', 'med.']"
435,"[""we'd,"", 'know,', ""they'r"", 'gpu', 'use', ""they'r"", 'onli', 'vers', 'that', ""they'r"", 'creat', 'kind', 'jensen,', 'nvidia,', 'call', 'kind', 'engin']"
436,"[""it'"", ""it'"", ""it'"", 'just', 'realli', 'excit', 'mani', 'differ', 'compani']"
437,['would..']
438,"['gonna', 'gonna', 'make', 'quit', 'statement', 'here,', 'matthew']"
439,"['sure', ""you'r"", 'gonna', 'guy', 'challeng', 'that,', 'know,', 'think', ""that'"", 'part', 'their', 'amaz', 'these', 'cours', ""we'r"", 'gonna', 'have', 'these', 'forecast,', 'which', 'believ', 'that', 'biggest', 'success', 'stori', 'universe,', 'mani', 'biggest', 'success', 'stori', 'go', 'compani', 'that', 'either', 'have', 'been', 'born', 'about', 'born.']"
440,"['over', 'next', 'coupl', 'year']"
441,"['think', ""that'"", 'kind', 'also', 'learn', 'from', 'histori', 'first', 'wave', 'play']"
442,"['second', 'wave', 'internet', 'play', 'know,', 'know', 'where', 'end', 'therefore,', ""wouldn't"", 'optimist', 'assum', 'that', ""it'"", 'veri', 'natur', 'that', 'biggest', 'compani', 'gonna', 'facebook']"
443,"['actual', 'back', 'today,', 'sir.']"
444,"['speaker', 'like', 'think', 'mind,', 'meta', 'almost', 'like', 'virtual', 'shop', 'mall']"
445,"['everi', 'store', 'differ', 'compani', 'individu', 'meta']"
446,"['there', 'will', 'facebook', 'meta']"
447,"['there', 'will', 'roadblock', 'meta']"
448,"['there', 'will', 'epic', 'meta.']"
449,"['there', 'will', 'these', 'differ', 'meta', 'peopl', 'build', 'these', 'close', 'platforms,', 'those', 'will', 'intersect', 'with', 'public', 'platform', 'decentr', 'privat', 'platform']"
450,['bill..']
451,"['one', ""that'll"", 'succeed', 'one', 'that', 'build', 'those', 'bridg', 'between', 'just', 'complet', 'close', 'off,', 'also', 'have', 'connect', 'reach']"
452,"['think', 'those', 'one', 'gonna', 'most', 'success']"
453,"['know,', 'think', 'that', 'compani', 'that', 'push', 'into', 'meta', 'today.']"
454,"['roblox,', 'know,', 'they', 'have', 'great', 'core', 'audience,', 'especi', 'with', 'younger', 'younger', 'user']"
455,"['know,', 'think', ""they'r"", 'gonna', 'have', 'hook', 'there']"
456,"['think', 'epic', 'game', 'older', 'term', 'their', 'audience,', 'they', 'have', 'realli', 'close', 'those', 'type', 'player', 'user']"
457,"['think', 'facebook', 'gonna', 'succeed', 'extrem', 'well', 'with', 'older', 'users,', ""that'"", ""that'"", 'realli', 'bread', 'butter', 'core', 'facebook', 'platform', 'know,', 'think', 'kinda', 'look', 'across', 'landscape,', ""there'"", 'gonna', 'these', 'differ', 'kind', 'meta', 'that', 'appeal', 'differ', 'peopl', ""that'"", 'kinda', 'shop', 'mall', 'becaus', 'know,', 'mayb', 'store', 'goe', 'busi', 'get', 'replac', 'someth', 'els', 'that', 'start']"
458,"['know,', 'that...']"
459,"[""that'"", 'just', 'kinda', 'think', 'about', 'thi', 'gonna', 'play', 'yeah,', 'total', 'agre']"
460,"['think', 'that', 'some', 'most', 'success', 'compani', 'gonna', 'meta', 'nativ']"
461,"['know,', ""they'r"", 'gonna', 'three', 'mani', 'case', 'decentr', 'know,', ""we'll"", 'talk', 'about', 'central', 'platform', 'bit,', 'but,', 'know,', 'think', ""that'"", 'gonna', 'part', 'futur']"
462,"['know,', 'think', 'compani', 'that', 'also', 'wanna', 'call', 'that', 'think', 'dark', 'hors', 'realli', 'make', 'challeng', 'what', 'call', 'china', 'verse,', 'which', 'will', 'gonna', ""china'"", 'version']"
463,"['quick', 'anecdote,', 'know,', 'most', 'peopl', 'that,', 'know,', ""you'r"", 'tack', ""you'r"", 'this,', 'know', 'that', 'china', 'basic', 'separ', 'internet,', 'know,', 'content', 'there', 'extrem', 'restricted.']"
464,"['and,', 'basically,', ""there'"", 'internet', 'world']"
465,"['thi', 'experi', 'game', 'industry,', 'know,', 'game', 'market', 'china', 'effect', 'wall', 'from', 'rest', 'world']"
466,"['meta', 'will', 'evolv', 'probabl', 'same', 'china,', 'local', 'platform', 'will', 'probabl', 'separ', 'from', 'global', 'platform']"
467,"['china,', 'possibl', 'global', 'with', 'their', 'global', 'platform', 'well']"
468,"['think', 'byte', 'chanc', 'gonna', 'real', 'dark', 'cours', 'meta', 'evolv', 'know,', 'peopl', 'know', 'that', 'byte', 'danc', 'owner', 'tiktok', 'they', 'have', 'domest', 'app,', 'which', 'call', 'doo.']"
469,"['they', 'they', 'short', 'video', 'space']"
470,"[""they'r"", 'domin', 'player', 'there']"
471,"['think', 'they', 'have', 'over', 'five', 'hundr', 'million', 'monthli', 'activ', 'user', ""doesn't"", 'even', 'count', 'tiktok', 'outsid', 'china']"
472,"['know,', ""they'v"", 'massiv', 'user', 'base']"
473,"[""they'r"", 'invest', 'game', 'have', 'content', 'support', 'their', 'meta', 'effort', 'game', 'type', 'content.']"
474,"['know,', ""that'"", 'that', 'think', 'will', 'dark', 'hors']"
475,"['know,', 'origin', 'dark', 'choru', 'call', 'facebook', 'then', 'month', 'later,', 'mark', 'zuckerberg', 'come', 'say', 'word', 'meta', 'fifti', 'time', 'earn', 'call']"
476,"[""that'"", 'longer', 'dark', 'choru', 'call,', 'know,', 'think', 'byte', 'danc', 'watch', 'well']"
477,"['then,', 'know,', 'think', 'other', 'thing', 'that', 'need', 'talk', 'about', 'well', 'the,', 'know,', 'mention', 'that', 'roblox', 'engin', 'backend', 'system', 'technolog', 'provid']"
478,"['know,', 'epic', 'game', 'larg', 'meta', 'compani', ""they'r"", 'there', 'well.']"
479,"['realli', 'onli', 'neutral', 'switzerland', ""you'r"", 'look', 'engin', ""you'r"", 'look', 'three', 'softwar', 'unity,', 'think', 'uniti', 'well', 'posit', 'know,', 'increment', 'demand', 'outsid', 'game', 'custom', 'meta', 'realli', 'unfold', 'media', 'compani', 'other', 'look', 'build', 'their', 'experiences,', 'sport', 'team', 'know,', 'uniti', 'hire', 'peter', 'moore,', 'formerli', 'liverpool,', 'liverpool', 'myself']"
480,"['also', 'use', 'competit', 'game', 'busi', 'electron', 'arts,', 'game', 'industri', 'execut', 'other', 'firm', 'befor', 'that']"
481,"[""he'"", 'come', 'help', 'them', 'build', 'virtual', 'sport', 'busi']"
482,"['know,', 'think', 'that', 'sport', 'huge', 'opportun']"
483,"['be', 'abl', 'basic', 'build', 'platform', 'brands,', 'like', 'sport', 'teams,', 'like,', 'like', 'music', 'artist', 'abl', 'creat', 'their', 'own,', 'their', 'meta,', 'leverag', 'unity,', 'know,', 'basic', 'white', 'label', 'product.']"
484,"[""that'"", 'huge', 'opportun', 'uniti']"
485,"['then,', 'obviously,', 'also', 'have,', 'like,', 'other', 'backend', 'system', 'have', 'cloud', 'infrastructur']"
486,"['have', 'networking,', 'have', 'telecom', 'provid', 'that', 'will', 'benefit', 'some', 'degre', 'from', 'growth', 'med,', 'know,', 'look', 'mention', 'matt', 'ball', 'begin']"
487,"['know,', ""he'"", ""he'"", 'been', 'thought', 'leader', 'he..']"
488,"[""he'"", 'work', 'with', 'know,', 'buddi', 'round', 'hill', 'invest', 'launch', 'veri', 'success', 'etf,', 'meta', 'etf,', 'which', 'just', 'check', 'today', 'just', 'cross', 'hundr', 'million', 'dollar', 'asset', 'under', 'management,', 'which', 'veri', 'success', 'them', 'automat', 'like,', 'basic', 'less', 'than', 'months.']"
489,"['know,', 'congrat', 'will,', 'tim,', 'mario', 'matt', 'rest', 'everyon', 'involv']"
490,"['but,', 'know,', 'term', 'break', 'down,', 'know,', 'includ', 'those', 'other', 'area', 'their', 'portfolio', 'and,', 'know,', 'think', 'about', 'meta']"
491,"['know,', ""don't"", 'think', ""there'"", 'writer', 'wrong', 'answer']"
492,"['think', 'these', 'compani', 'extrem', 'import', 'develop', 'meta']"
493,"['know,', 'question', 'that', ""you'r"", 'investor', 'look', 'privat', 'compani', ""you'r"", 'investor', 'look', 'public', 'compani', ""you'r"", 'just', 'interest', 'meta', 'overall,', 'know,', ""you'r"", 'think', 'about', 'what', 'compani', 'gonna', 'drive', 'develop', 'med.']"
494,"['know,', ""don't"", ""don't"", 'think', 'like', 'telecom', 'carrier', 'gonna', 'drive', 'develop', 'med,', ""they'r"", 'extrem', 'import', 'develop', 'meta']"
495,"['speaker', 'hundr', 'percent']"
496,"['definit', 'subscrib', 'that']"
497,"['think', ""there'"", 'gonna', 'enabl', 'universe,', 'technolog', 'layer', 'anywher', 'from']"
498,"['internet', 'go', 'have', 'faster', 'than', 'ever', 'befor', 'internet', 'connections,', 'internet', 'availability,', 'internet', 'access']"
499,"[""there'"", 'still', 'million', 'million', 'people.']"
500,"['know,', 'think', 'internet', 'itself,', 'internet', 'connect', ""that'"", 'access', 'internet', 'should', 'almost', 'human', 'right', 'befor', 'talk', 'about', 'world', 'where', 'peopl', 'go', 'congreg', 'larg', 'scale', 'virtual', 'environ']"
501,"[""we'r"", 'gonna', 'need', 'five']"
502,"[""we'r"", 'gonna', 'need', 'super', 'fast', 'internet']"
503,"['accommod', 'these', 'million', 'million', 'peopl', 'have', 'come', 'togeth']"
504,"['think', 'everyon', 'should', 'have', 'access', 'today', 'internet,', 'know', 'that', ""that'"", 'case.']"
505,"['definit', 'compani', 'play', 'role', 'also', 'other', 'be', 'technolog', 'compani', 'that', 'need', 'make', 'internet', 'access', 'more', 'afford', 'order', 'know,', 'realli', 'make', 'these', 'next', 'gener', 'experiences,', 'environments,', 'world', 'access', 'everyon']"
506,"[""can't"", 'truli', 'much', 'world', 'part', 'univers']"
507,"['they', ""can't"", 'access', 'basic', 'internet']"
508,"['know', 'sure', 'that', ""that'"", 'someth', 'that', 'still', 'available,', 'although', 'have', 'made', 'incred', 'progress', 'over', 'past', 'twenti', 'years,', 'think', 'more', 'than', 'fifti', 'percent', 'world', 'popul', 'access', 'internet', 'these', 'shape', 'form']"
509,"['ultimately,', 'know,', 'matter', 'go', 'becom', 'evolut', 'internet,', 'need', 'access', 'everyone.']"
510,['so..']
511,"['when', 'that', 'happens,', 'when', 'have,', 'know,', 'almost', 'eight', 'billion', 'peopl', 'abl', 'access', 'experi', 'across', 'play,', 'commerce,', 'games,', 'entertainment,', 'educ']"
512,"[""we'r"", 'realli', 'talk', 'about', 'anoth', 'human', 'frontier', 'futur']"
513,"['and,', 'know,', 'builder', 'entrepreneur,', 'thi', 'really,', 'really,', 'realli', 'excit']"
514,"['realli', 'forc', 'complet', 'reimagin', 'what', 'go', 'experi', 'that', 'go', 'delight', 'power', 'expire.']"
515,"['know,', 'peopl', 'young', 'people,', 'especially,', 'reshap', 'futur']"
516,"['with', 'what', 'they', 'everi', 'day.']"
517,"['speaker', 'that', ""that'"", 'great', 'segu', 'becaus', 'about', 'compani', ""that'"", 'actual', 'build', 'experi', 'meta']"
518,"['these', 'gonna', 'incred', 'important,', 'know,', 'because,', 'know,', 'same', 'analog', 'with', 'network', 'technolog', 'with', 'anyth']"
519,"['need', 'killer', 'killer', 'experi', 'catalyz', 'mass', 'adoption,', 'know,', 'super', 'social,', 'know,', 'know,', 'think', 'peopl', 'have', 'interest', 'know', 'exactli', 'what', 'super', 'social', 'do', 'kinda', ""you'r"", 'go', 'about', 'build', 'experi', 'meta', 'well.']"
520,"['speaker', 'know,', 'the..']"
521,"['sort', 'first', 'hypothesi', 'realli', 'that']"
522,"['back', 'pandemic,', 'know,', 'see', 'point', 'five', 'billion', 'peopl', 'school', 'age,', 'know,', 'school', 'spend', 'time', 'home']"
523,"['be', 'unabl', 'social', 'interact', 'with', 'their', 'friends,', 'alon', 'studi', 'classroom']"
524,"['that', 'kind', 'sort', 'first', 'realiz', 'that', 'god.']"
525,"['world', 'about', 'chang']"
526,"['noth', 'will', 'ever', 'look', 'same', 'again', 'becaus', 'think', 'what', 'chang', 'human', 'behavior']"
527,"['overnight,', 'suddenli', 'show', 'factor', 'whole', 'gener', 'that', 'that', 'they', 'social']"
528,"['that', 'they', 'play', 'that', 'they', 'interact', 'friends,', 'that', 'they', 'learn,', ""they'r"", ""they'r"", 'experienc', 'life', 'realli', 'virtual']"
529,"['say', 'that', 'real', 'life', 'go', 'continu', 'critic', 'experi', 'slack', 'probabl', 'even', 'more', 'import', 'than', 'befor', 'becaus', 'pandemic.']"
530,"['believ', 'that', 'covid', 'arrive,', 'kind', 'realli', 'acceler', 'shift', 'virtual', 'experi', 'virtual', 'world', 'across', 'board,', 'most', 'importantly,', 'again,', 'those', 'billion', 'young', 'peopl', 'basic', 'basic', 'good', 'learn', 'past', 'coupl', 'year', 'everi', 'day,', ""they'r"", 'gonna', 'play,', ""they'r"", 'gonna', 'make', 'friend']"
531,"[""they'r"", 'go', 'social', 'go', 'primarili', 'through', 'virtual', 'experi']"
532,"['think,', 'know,', ""that'"", 'kind', 'biggest', 'shift', 'that', 'term', 'where', ""we'r"", 'go', 'over', 'next', 'decad']"
533,"['super', 'social,', 'what', 'excit', 'about', 'leverag', 'those', 'incred', 'cut', 'edg', 'technolog', 'technic', 'infrastructures,', 'example,', 'roblox,', 'also', 'other', 'platform', 'like', 'epic,', 'like', 'unity,', 'like,', 'blockchain', 'like,', 'microsoft,', 'take', 'advantag', 'these', 'incred', 'technolog', 'infrastructur', 'that', ""i'v"", 'been', 'be', 'built', 'over', 'past', 'fifteen', 'year', 'take', 'that', 'build', 'those', 'platform', 'quit', 'rapidli', 'next', 'generation,', 'interact', 'experi', 'virtual', 'world', 'that', 'inspir', 'empower?', 'whole', 'gener', 'social', 'connect,', 'play,', 'learn', 'work', 'universe,', 'know,', 'term', 'term', 'type', 'experi', 'that', ""we'r"", 'alreadi', 'see', 'that', 'excit', 'know,', 'collabor', 'games,', 'social', 'games,', 'game', 'that', 'realli', 'empow', 'peopl', 'with', 'abil', 'opportun', 'creativ', 'express', 'themselves.']"
534,"['world', 'where', 'peopl', 'come', 'togeth', 'thing', 'togeth']"
535,"['power', 'thing', 'about', 'member', 'go', 'fact', 'that', ""you'r"", 'build', 'your', 'relationship']"
536,"[""we'r"", 'excit', 'creat', 'content', 'interact', 'experi', 'where', 'people,', 'young', 'people,', 'peopl', 'everi', 'excit', 'come', 'togeth', 'play,', 'come', 'togeth', 'learn', 'togeth', 'watch', 'watch', 'movi']"
537,"['those', 'thing', 'use', 'avatar', 'manifest', 'person', 'know,', 'thi', 'kind', 'talk', 'point,', 'gonna', 'reiter', 'again', 'again', 'that', 'transit', 'from', 'consum', 'internet', 'avatar', 'univers', 'think', ""that'"", 'shape', 'that', ""we'r"", 'realli', 'excit', 'about']"
538,"[""we'r"", 'build', 'more', 'experi', 'consumers.']"
539,"[""we'r"", 'gonna', 'build', 'experi', 'matthew', 'young']"
540,"[""we'r"", 'gonna', 'build', 'experi', 'lord', 'genres,', 'which', 'avatar', 'platform']"
541,"[""we'r"", 'gonna', 'build', 'nasti', 'avatar', 'think', 'build', 'experi', 'those', 'avatar', 'that', ""don't"", 'even', 'know', 'they']"
542,"[""don't"", 'earn', 'their', 'name']"
543,"[""don't"", 'know', 'their', 'age.']"
544,"[""don't"", 'know', 'where', ""they'r"", 'from']"
545,"[""it'"", 'whole', 'realm', 'possibilities,', ""it'"", 'kind', 'paradigm', 'shift', 'move', 'from', 'build', 'social', 'applic', 'mobil', 'phone']"
546,"['for,', 'know,', 'someon', 'that', 'realli', 'know', 'they', 'where', ""they'r"", 'from', 'build', 'whole', 'experi', 'avatar', 'that', ""don't"", 'know', 'that', 'person']"
547,"['know', 'that', 'there', 'human', 'behind', 'they', 'have', 'motiv']"
548,"['they', 'have', 'desir', 'they', 'needs.']"
549,"['know,', 'summary,', 'super', 'social,', 'ambit', 'realli', 'build', 'most', 'icon', 'experi', 'member', 'start', 'with', 'roblox']"
550,"['type', 'impact', 'wanna', 'make', 'build', 'next', 'gener', 'household', 'brand', 'experi', 'that', 'know,', 'mask', 'peopl', 'like', 'have', 'experienced,', 'know,', 'back', 'when', 'nintendo', 'super', 'mario', 'when', 'sega', 'superson']"
551,"['those', 'type', 'gain', 'experi', 'brand', 'that', 'continu', 'with', 'forev', 'decent', 'addit', 'super', 'social', 'realli', 'bring', 'those', 'cut', 'edg', 'next', 'gener', 'experi', 'start', 'with', 'robo', 'roblox', 'platform', 'go', 'much', 'beyond', 'that', 'bring', 'peopl', 'togeth', 'connect', 'social', 'creat', 'members.']"
552,"['speaker', 'absolut']"
553,"['talk', 'about', 'creat', 'that', 'pitch', 'investors,', 'think', ""that'"", 'realli', 'strong', 'pitch', 'and,', 'know,', 'just', 'number', 'around', 'pull', 'some', 'data', 'from', 'bloomberg', 'termin']"
554,"['screen', 'earlier']"
555,"[""it'"", 'screen', 'that', ""i'v"", 'late', 'becaus', ""it'"", 'quit', 'crazi', 'tale,', 'know,', 'look', 'game', 'whole', 'thi', 'invest', 'late', 'been', 'dedic', 'meta', 'platform']"
556,"['look', 'ventur', 'capit', 'invest', 'game', 'sector,', ""we'r"", 'sit', 'here', 'septemb', 'fourteenth.']"
557,"[""we'r"", 'even', 'through', 'third', 'quarter']"
558,"[""we'v"", 'alreadi', 'smash', 'through', 'know,', 'record', 'ever', 'ventur', 'capit', 'rais', 'year', 'games,', 'which', 'happen', 'last', 'year']"
559,"['twenti', 'twenti', 'except', 'year']"
560,"['there', 'nineti', 'eight', 'deal', 'done', 'rais', 'almost', 'three', 'billion', 'dollar', 'accord', 'bloomberg', 'data,', 'twenti', 'twenti', 'eclips', 'that']"
561,"[""we'v"", 'alreadi', 'hundr', 'seventeen', 'deal', 'done', 'twenti', 'twenti', 'track', 'bloomberg', 'almost', 'four', 'billion', 'dollar', 'been', 'raised.']"
562,"[""we'v"", 'alreadi', 'rais', 'almost', 'billion', 'dollar', 'more,', ""we'r"", 'even', 'three', 'quarter', 'through', 'year']"
563,"['grant', 'twenti', 'twenti', 'includ', 'huge', 'fundrais', 'rais', 'round', 'epic', 'game', 'roblox', 'privat', 'befor', 'their', 'ipo,', 'still,', 'know,', 'think', 'speak', 'volum', 'amount', 'capit', ""that'"", 'flow', 'into', 'thi', 'space']"
564,"['especi', 'go', 'after,', 'know,', 'converg', 'these', 'these', 'mega', 'themes,', 'meta,', 'decent,', 'social']"
565,"['know,', ""it'"", 'longer', 'just', 'make', 'next', 'candi', 'crush', 'make', 'next', 'match', 'three', 'game']"
566,"['mean,', 'those', 'great', 'compani', 'they', 'deserv', 'investment,', 'investor', 'also', 'look', 'ahead', 'where,', 'know,', 'social', 'interact', 'entertain', 'content', 'go', 'meta,', 'converg', 'these', 'trend', 'with', 'meta', 'place', 'where', 'that', 'invest', 'go', 'now.']"
567,"['speaker', 'hundr', 'percent,', 'matthew,', 'think', ""it'"", ""it'"", 'great', 'point', 'know', 'five', 'take', 'basketbal', 'analog']"
568,"['right?', ""it'"", 'think', 'some', 'investors,', 'those', 'trail', 'leas', 'investor', 'look', 'kind', 'where', 'first', 'bounc', 'ball', 'when', 'when', 'should']"
569,"[""it'"", 'like', ""we're..""]"
570,"[""what'"", ""what'"", 'second', 'balanc', 'ball.']"
571,"['think', 'these', 'investor', 'that', ""you'r"", 'talk', 'about', ""it'"", 'still', 'small', 'portion', 'ventur', 'commun']"
572,"['but,', 'know,', ""it'"", 'definit', 'rise,', 'those', 'thing', 'power', 'full,', 'meta', 'decent,', 'next', 'social,', 'investor', ""i'v"", 'talk', 'about', 'game', 'next', 'social', 'network']"
573,"['some', 'investor', 'have', 'even', 'smaller', 'portion', 'even', 'talk', 'about', 'onli', 'game', 'becom', 'social', 'network', 'build', 'social', 'network', 'actual', 'turn', 'them', 'into', 'economies,', ""we'r"", 'gonna', 'talk', 'about', 'that', 'when', 'when', 'we..']"
574,"['when', 'address', 'blockchain', 'element']"
575,"['know,', 'super', 'social,', 'again,', 'definit', 'good', 'have', 'been...']"
576,"['have', 'been', 'fortun', 'have', 'group', 'investor', 'that', 'that', 'realli', 'believ', 'icon', 'could', 'realli', 'where', 'where', ""we'r"", 'where', ""we'r"", 'head', 'with', 'regard', 'meet', 'interact', 'experi', 'your', 'point', 'just', 'echo', 'what', 'said']"
577,"['absolut', 'alway', 'gonna', 'just', 'like', 'when', 'mobil', 'arriv', 'peopl', 'thought', 'consol', 'game', 'gonna', 'die,', 'just', 'like', 'with', 'mobil', 'console,', ""it'"", 'go', 'same', 'with', 'mobil', 'game', 'meta', 'experi']"
578,"[""they'r"", 'alway', 'go', 'great', 'mobil', 'game', 'compani', 'build', 'masteri', 'regain', 'for,', 'know,', 'mobil', 'phone', ""that'"", 'gonna', 'disappear']"
579,"['obviously,', ""it'"", 'gonna', 'harder', 'becaus', ""there'"", 'alreadi', 'contend', 'that', 'domin', 'market']"
580,"['obviously,', ""there'"", 'gonna', 'potenti', 'less', 'capit', 'alloc', 'oblig', 'expand', 'ventures.']"
581,"['those', 'ventur', 'will', 'continu', 'come', ""that'"", 'great']"
582,['ecosystem']
583,"['total', 'address', 'market', 'go', 'know,', 'continu', 'grow']"
584,"['and,', 'know,', ""you'v"", 'alreadi', 'said', 'blue', 'number', 'which', 'eight', 'hundr', 'billion']"
585,"['probabl', ""wouldn't"", 'that', 'crazi', 'assum', 'even', 'click', 'trillion', 'total', 'market,', 'opportun', 'anyon', 'that', 'deal', 'members,', 'think,', 'know,', 'investor', 'today,', 'ventur', 'investor,', ""it'"", ""it'"", 'realli', 'time', 'take', 'that', 'stand', 'realli', 'believ', 'thi', 'world', 'that', ""we'r"", 'building,', 'either', ""it'"", ""they'r"", 'decentr', 'not,', ""that'"", 'separ', 'question,', ""it'"", 'pretti', 'abundantli', 'clear', 'that', 'next', 'wave', 'internet', 'go', 'more', 'immersive,', 'more', 'social', 'more', 'expens', 'than', 'than', 'ever', 'befor', 'becaus', 'what', 'go', 'enabl', 'creat', 'for,', 'know,', 'human', 'around', 'world.']"
586,"['speaker', 'last', 'compani', 'just', 'want', 'mention', 'that', 'expos', 'realli', 'posit', 'gonna', 'owners,', 'know,', 'whether', ""that'"", 'entertain', 'brand', 'like', 'disney,', 'comcast', ""it'"", 'music', 'label']"
587,"['think', 'biggest', 'opportun', ""we'v"", 'alreadi', 'seen', 'start', 'take', 'concert']"
588,"['unless', ""you'r"", 'like', 'taylor', 'swift', 'that', 'music', 'artist,', 'onli', 'make', 'money', 'tour']"
589,"['know,', 'these', 'artist', 'will', 'tour', 'three', 'month', 'they', ""won't"", 'their', 'famili']"
590,"[""they'll"", 'live', 'bus.']"
591,"[""they'll"", 'play', 'show', 'everi', 'other', 'day,', 'kill', 'their', 'health']"
592,"['know,', 'kill', 'their', 'family,', 'they', ""don't"", 'their', 'kid', 'everyth']"
593,"['well,', 'mention', 'earli', 'know,', 'when', 'these', 'experi', 'support', 'million', 'peopl', 'simultaneously,', ""there'"", 'reason', 'that', ""can't"", 'virtual', 'concert', 'million', 'people,', 'epic', 'million', 'peopl', 'watch', 'these', 'virtual', 'concert', 'smaller', 'dose']"
594,"['but,', 'know,', ""there'"", 'reason', 'that', 'million', 'peopl', 'simultan', 'watch', 'concert', 'five', 'dollar', 'whatev', 'know,', 'it..']"
595,"['make', 'that', 'ticket', 'gate', 'event', 'sudden,', ""you'r"", 'make', 'more', 'money', 'than', 'entire,', 'know,', 'nation', 'tour', 'unit', 'state', 'continent', 'tour', 'europe.']"
596,"['know?', 'econom', 'from', 'music', 'artist', 'just', 'skew', 'much', 'tour']"
597,"[""that'"", 'live', 'nation', 'been', 'success', 'even', 'come', 'pandem', 'know,', 'look', 'brand', 'like', 'know,', 'labels,', 'also', 'live', 'nation,', 'know,', ""they'r"", 'still', 'best', 'concert', 'promot', 'know,', 'these', 'sort', 'compani', 'along', 'with', 'that', 'brand', 'ins,', 'whether', ""that's,"", 'like', 'disney', 'even', ""we'v"", 'seen', 'gucci', 'realli', 'success', 'thing', 'with', 'broad', 'roblox,', 'know,', 'these', 'opportun', 'them', 'capit', 'meta']"
598,"['think', 'know,', 'think', 'them', 'just', 'talk', 'sort', 'opportun', 'gucci', 'actual', 'experi', 'insid', 'robot', 'someon', 'bought', 'virtual', 'gucci', 'handbag', 'equival', 'four', 'thousand', 'dollar']"
599,"['thi', 'item', 'that', ""can't"", 'sell.']"
600,['you..']
601,"['know,', ""it'"", ""it's..""]"
602,"['person', 'bought', 'thi', 'just', 'have', 'their', 'avatar', 'equival', 'four', 'thousand', 'dollar']"
603,"[""there'"", 'clearli', 'opportun', 'brand', 'connect', 'with', 'differ', 'type', 'audienc']"
604,"['meta', 'gonna', 'huge', 'them', 'that.']"
605,"['speaker', 'matthew', 'what', 'what', 'what', 'great', 'summari', 'that', 'point', 'think', 'that', 'just', 'build', 'what', ""you'v"", 'mention', 'around', 'thi', 'such', 'excit', 'frontier', 'owners,', 'artist', ""it'"", 'music', 'movi', 'rigid', 'piec', 'content']"
606,"[""we'r"", 'alreadi', 'start', 'creator', 'type', 'opportun', 'that', 'come']"
607,"['across', 'realli', 'excit', 'content', 'vertic', 'like', 'fashion,', 'music,', 'sport', ""you'v"", 'mention', 'earlier,', 'know,', 'we..']"
608,"[""we'v"", 'been', 'fortun', 'have', 'invest', 'from', 'warner', 'music', 'group,', 'know,', 'third', 'largest', 'music', 'compani', 'world', ""we'r"", 'constantli', 'explor', 'music', 'realli', 'onli', 'reimagine,', 'what', 'type', 'opportun', 'creat', 'artist', 'veri', 'similar', 'fashion', ""wouldn't"", ""wouldn't"", 'think', ""it'"", 'that', 'crazi', 'match', 'assum', 'even', 'that', 'some', 'most', 'excit', 'artist', 'futur', 'actual', 'gonna', 'born', 'univers']"
609,"['some', 'them', 'might', 'actual', 'real', 'humans,', 'some', 'them', 'might', 'even', 'know,', 'conflict', 'avatars.']"
610,"['excit', 'about', 'the,', 'riot', 'gig', 'music,', 'vision', 'they', 'start']"
611,"['with', 'complet', 'virtual', 'event']"
612,"['excit', 'about', 'littl', 'nasa', 'travi', 'scott']"
613,"[""there'"", 'mani', 'possibl', 'start', 'look', 'bring', 'creat', 'content', 'ways,', 'democrat', 'further', 'power', 'creat', 'know,', 'these', 'type', 'content', 'make', 'them', 'access', 'know,', 'million', 'million', 'peopl', 'around', 'world']"
614,"['and,', 'know,', 'be', 'abl', 'concert', 'with', 'with', 'million', 'peopl', ""don't"", 'think', ""that'"", 'concept', 'that', 'moment,', 'difficult', 'listen', 'actual', 'grasp.']"
615,"[""it'"", 'hard', 'grasp', 'what', ""it'"", 'go', 'feel', 'like', 'when', 'concert', 'know,', 'musician']"
616,"['together,', 'with', 'that', 'particular', 'virtual', 'world', 'gonna', 'about', 'built', 'million', 'peopl']"
617,"['thi', 'thi', 'where', ""we'r"", 'head']"
618,"['thi', 'type', 'infrastructur', 'that', 'be', 'built']"
