,sentences
697,"['recently', 'published', 'book', 'called', 'revolutionize', 'everything']"
698,"['lady', 'gentleman', 'today', 'real', 'master', 'matter', 'mean']"
701,"['great', 'really', 'excited', 'today']"
702,"['thank', 'much', 'joining']"
703,"['usually', 'always', 'guest', 'start', 'little', 'origin', 'story']"
704,"['would', 'like', 'understand', 'passion', 'background', 'cover', 'math', 'right']"
705,['sure']
706,"['place', 'start']"
707,"['work', 'experience', 'pretty', 'diversified', 'thousand', 'wildfire', 'initial', 'attack']"
708,"['full', 'time']"
709,"['started', 'business', 'issuing', 'professional', 'boating', 'craft', 'license', 'behalf', 'canadian', 'coast', 'guard', 'shifting', 'private', 'equity']"
710,"['focused', 'primarily', 'virtualization', 'system']"
711,"['kind', 'early', 'towards', 'outcome']"
712,"['shifted', 'accenture', 'course', 'know', 'well', 'spent', 'five', 'year', 'strategy', 'practice', 'really', 'telecom', 'publishing', 'video', 'game', 'interactive', 'hollywood', 'hardware', 'provider', 'including', 'even', 'automotive']"
713,"['shifted', 'towards', 'company', 'called', 'churning', 'group']"
714,"['built', 'bought', 'developed', 'scaled', 'many', 'first', 'digital', 'first', 'community', 'company', 'like', 'crunchy', 'roll', 'sport', 'twitter', 'medium', 'pandora', 'sound', 'cloud', 'majority', 'shareholder', 'point']"
715,"['joined', 'amazon', 'first', 'global', 'head', 'strategy', 'amazon', 'studio']"
716,"['started', 'firm', 'twenty', 'eighteen', 'focus', 'gaming', 'little', 'known', 'topic', 'least', 'related', 'mainstream']"
717,"['period', 'developed', 'skill', 'set', 'term', 'deep', 'simulation', 'technology', 'infrastructure', 'understanding', 'global', 'medium', 'environment', 'technology', 'requires', 'servicing', 'customer', 'building', 'world', 'largest', 'medium', 'business']"
718,"['nice', 'convergent', 'point', 'super', 'convergent', 'technology']"
719,"['interest', 'like', 'would', 'assume']"
720,"['spends', 'decade']"
721,"['always', 'obsessed', 'video', 'game', 'virtual', 'world', 'storytelling', 'way', 'technology', 'changing']"
722,"['experience', 'twenty', 'eighteen', 'really', 'playing', 'fortnite', 'spending', 'time', 'roblox', 'platform', 'believe', 'thirty', 'year', 'term', 'century', 'concept', 'long', 'attempted', 'idea', 'starting', 'unfold', 'around']"
723,['author']
724,"['published', 'wonderful', 'book', 'called', 'meta', 'revolutionize', 'everything']"
725,"['touring', 'world']"
726,"['life', 'author']"
728,['exhausting']
729,"['think', 'extraordinary', 'beyond', 'specific', 'field', 'application', 'sense', 'know', 'amazon', 'helped', 'oversee', 'billion', 'dollar', 'programming', 'investment', 'primarily', 'content', 'strategy']"
730,"['going', 'green', 'light', 'afterwards', 'would', 'return', 'evaluate']"
731,"['going', 'process', 'know', 'content', 'creation', 'marketing', 'decision', 'promotion', 'reading', 'review', 'owning', 'outcome']"
732,"['different', 'sense', 'thrilling', 'public', 'publicity', 'fund', 'feedback', 'illuminati', 'everything', 'else', 'around', 'space']"
733,['first']
734,['right']
737,"['first', 'least']"
738,['well']
739,"['never', 'never']"
740,"['find', 'interesting', 'right', 'think', 'well', 'like', 'first', 'like', 'published', 'book']"
741,"['writing', 'kind', 'topic', 'long', 'time', 'publishing', 'really', 'useful', 'insight', 'quite', 'vast', 'array', 'different', 'digital', 'technological', 'aspect', 'thing', 'well']"
742,['right']
743,['yeah']
744,"['started', 'writing', 'twenty', 'thirteen']"
745,"['accenture', 'still', 'time', 'least', 'public', 'blogger', 'might', 'twenty', 'twelve']"
746,"['know', 'interesting', 'thing', 'quite', 'right', 'pretty', 'broad', 'covered']"
747,"['reflection', 'professional', 'expertise', 'interest', 'also', 'think', 'linked', 'field']"
748,"['book', 'great', 'length', 'talk', 'many', 'different', 'intersecting', 'piece', 'technology']"
749,"['meta', 'thought', 'hardware']"
750,"['thought', 'hardware']"
751,"['think', 'computing', 'processor', 'network', 'chip', 'standard']"
752,['excuse']
753,"['rest', 'understanding', 'multiple', 'different', 'angle', 'professional', 'interest', 'professional', 'history', 'personal', 'expertise', 'spending', 'decade', 'various', 'theme', 'author', 'pretty', 'essential']"
754,"['wrote', 'book', 'month', 'period']"
755,"['culmination', 'four', 'prior', 'year', 'writing', 'theme', 'decade', 'writing', 'theme', 'around', 'without', 'possible', 'certainly', 'good']"
756,"['mean', 'many', 'different', 'area', 'right', 'probably', 'could', 'written', 'book', 'given', 'vast', 'experience', 'especially', 'know', 'experience', 'within', 'film', 'television', 'space', 'production', 'space']"
757,"['made', 'really', 'land', 'meth', 'earth', 'know', 'topic', 'felt', 'needed', 'written']"
758,['question']
759,"['mean', 'look', 'started', 'writing', 'book', 'month', 'zuckerberg', 'ever', 'said', 'intention', 'transform', 'meta', 'company', 'four', 'month', 'renamed', 'company']"
760,"['think', 'generally', 'pivotal', 'moment', 'mass', 'idea']"
761,"['first', 'essay', 'theme', 'twenty', 'eighteen']"
762,"['another', 'january', 'twenty', 'twenty']"
763,"['extraordinarily', 'popular']"
764,"['million', 'read', 'year']"
765,"['still', 'know', 'fifteen', 'thousand']"
766,"['plus', 'overall', 'conviction', 'believe', 'worthwhile', 'personal', 'undertaking', 'professional', 'undertaking', 'believe', 'critical', 'importance', 'making', 'publicly', 'available', 'thing', 'learned', 'space']"
767,"['available', 'people', 'reflected', 'large', 'corporate', 'conversation', 'participated', 'startup', 'portfolio']"
768,"['seemed', 'like', 'important', 'worthwhile', 'never', 'written', 'book', 'loved', 'writing']"
769,"['course', 'became', 'danny']"
770,"['last', 'year']"
771,"['predicted', 'certainly', 'helpful', 'also', 'elevating', 'stake', 'publish']"
772,"['said', 'deep', 'stock', 'matter', 'super', 'important', 'point', 'view', 'people', 'believe', 'matter', 'versus', 'surface', 'like', 'roadblock', 'fortnight', 'fact', 'many', 'people', 'refers', 'meta', 'versus', 'point', 'multiverse', 'point', 'view', 'something', 'give', 'like', 'shiver', 'back', 'spine', 'like', 'saying', 'internet', 'matter', 'like', 'infrastructure']"
773,['right']
774,"['many', 'layer']"
775,"['meta', 'meta', 'versus', 'infrastructure']"
776,"['toolbox', 'leader', 'utilize', 'order', 'apply', 'concept', 'business', 'enterprise', 'vast', 'point', 'view', 'leader', 'inspire', 'team', 'start', 'envisioning', 'opportunity', 'area', 'work']"
777,"['like', 'networking', 'know', 'processor']"
778,"['spark', 'need', 'team']"
779,"['great', 'question']"
780,"['look', 'often', 'asked', 'question']"
781,"['believe', 'meta', 'significant']"
782,"['love', 'subtitle', 'book', 'revolutionize', 'everything', 'little', 'bombastic', 'personality', 'believe']"
783,"['think', 'really', 'three', 'way', 'unpack']"
784,"['first', 'principle', 'incur']"
785,"['wanna', 'talk', 'specific', 'explain', 'least', 'find', 'exciting']"
786,"['know', 'first', 'foremost', 'internet', 'important', 'technological', 'innovation', 'human', 'history', 'like', 'truly', 'thousand', 'year']"
787,"['talking', 'successor']"
788,"['fundamental', 'change', 'technology', 'excite', 'history', 'tell', 'society', 'change', 'business', 'change', 'government', 'change', 'product', 'business', 'model', 'deployed', 'leader', 'philosophy', 'corporation']"
789,"['affected', 'internet']"
790,"['second', 'thing', 'recognize', 'part', 'talking', 'revolution', 'idea']"
791,"['know', 'building', 'meta', 'requires', 'deep', 'alteration', 'enhancement', 'everything', 'upon', 'internet', 'built']"
792,"['networking', 'infrastructure', 'hardware']"
793,"['already', 'believe', 'internet', 'remarkable']"
794,"['twenty', 'percent', 'global', 'economy', 'upgrade', 'architecture', 'design', 'prioritization', 'huge', 'opportunity', 'especially', 'business']"
795,"['second', 'think', 'recognize', 'make', 'change']"
796,"['articulate', 'example', 'real', 'revolution', 'mobile', 'suddenly', 'computer', 'pocket', 'time', 'access', 'internet', 'opposed', 'occasional', 'access']"
797,"['point', 'essential', 'gonna', 'revolution']"
798,"['revolution', 'structurally', 'shifted', 'access', 'computing', 'networking', 'resource', 'billion', 'people', 'resource', 'solved', 'problem', 'never', 'imagined']"
799,"['widespread', 'changed']"
800,"['field', 'believe', 'internet', 'personal', 'computer', 'sitting', 'desk', 'would', 'reach']"
801,['reach']
802,['exciting']
803,"['third', 'talk', 'instant', 'pronunciation']"
804,"['seeing', 'device', 'used', 'surgery', 'seeing', 'deployed', 'military']"
805,"['seeing', 'used', 'design', 'building', 'simulation', 'atom', 'sound', 'wave']"
806,['light']
807,"['improve', 'energy', 'efficiency']"
808,"['seeing', 'deployed', 'ease', 'video', 'conferencing', 'produce', 'greater', 'emotional', 'connectivity', 'really', 'believe', 'take', 'theory', 'high', 'abstraction', 'internet', 'talk', 'changing', 'architecture']"
809,"['talk', 'mean', 'us', 'thing']"
810,"['look', 'primitive', 'deployment']"
811,"['actually', 'even', 'talking', 'meta']"
812,"['talking', 'network']"
813,"['talking', 'specific', 'application']"
814,"['right', 'software', 'running']"
816,['people']
817,"['remarkable', 'find', 'incredibly', 'inspiring']"
818,"['comment', 'speaking', 'people', 'space']"
819,"['come', 'probably', 'stronger', 'background', 'virtual', 'reality', 'kind', 'area', 'space']"
820,"['comment', 'speak', 'people', 'especially', 'community', 'point', 'time', 'well', 'consider', 'company', 'going', 'forward', 'call', 'meta', 'best', 'company']"
821,"['always', 'different', 'thing', 'different', 'semantics', 'definition', 'different', 'thing', 'people']"
822,"['think', 'right', 'guess', 'someone', 'maybe', 'space', 'know', 'twenty', 'seventeen', 'really', 'start', 'full', 'resurgence', 'maybe', 'twenty', 'fourteen']"
823,"['would', 'consider', 'company', 'space', 'mainly', 'publishing', 'medium', 'going']"
824,"['would', 'refer', 'matter', 'best', 'company', 'think', 'necessarily', 'right', 'wrong', 'take']"
825,"['semantics', 'really', 'interrupt']"
826,"['mean', 'certainly', 'agree', 'perspective', 'calling', 'something', 'versus', 'platform', 'economically', 'wrong']"
827,['former']
828,"['latter', 'would', 'correct']"
829,"['know', 'everyone', 'us', 'term', 'meta', 'singular']"
831,"['find', 'guess', 'would', 'lose', 'battle']"
832,"['people', 'call', 'roblox', 'board']"
833,"['long', 'term', 'whole', 'term', 'away']"
834,"['talk', 'internet', 'maybe', 'three', 'internet', 'differentiate', 'generational', 'internet', 'ninety', 'today']"
835,"['kind', 'extends', 'find', 'people', 'saying', 'first', 'company', 'nuisance', 'kind', 'tried', 'move', 'beyond', 'caring']"
836,"['reminds', 'company', 'would', 'ninety', 'sudden', 'internet', 'company']"
837,"['like', 'okay', 'page', 'make', 'digital', 'company']"
838,"['fundamental', 'cultural', 'financial', 'philosophical', 'decision']"
839,"['easy', 'little', 'distributed', 'many', 'people', 'writing', 'theme', 'random', 'often', 'seems', 'partly', 'reflection', 'fact', 'meta', 'affect', 'everyone']"
840,"['indeed', 'successor', 'internet', 'mean']"
841,"['sound', 'little', 'strange', 'chevron', 'say', 'gonna', 'grow', 'pane']"
842,"['true', 'next', 'generation', 'internet']"
843,"['regard', 'feature']"
844,"['everyone', 'say', 'part']"
845,"['question', 'related', 'blockchain', 'centralized', 'aspect', 'matter']"
846,"['think', 'topic', 'would', 'like', 'cover', 'next', 'minute']"
847,"['people', 'believe', 'blockchain', 'technology', 'technology', 'essential', 'part', 'creation', 'matter', 'able', 'token', 'asset', 'able', 'port', 'asset', 'platform', 'able', 'securely', 'transact', 'affirm', 'ownership', 'asset', 'using', 'kind', 'secure', 'technology']"
848,"['problem', 'point', 'view', 'take', 'take']"
849,"['fact', 'load', 'company', 'legacy', 'system', 'legislation', 'policy', 'system', 'built', 'created', 'certain', 'impossible', 'migrate', 'together', 'towards', 'blockchain', 'technology']"
850,"['always', 'remain', 'centralized', 'yeah']"
851,"['meta', 'company']"
852,"['take', 'meta', 'destined', 'blockchain', 'based', 'centralized', 'centralized', 'matter', 'earth', 'company', 'together', 'long', 'time']"
853,['really']
854,"['reality', 'recognize', 'even', 'decentralized', 'foundation']"
855,"['centralization', 'byproduct', 'growth', 'investment']"
856,"['heavily', 'decentralized']"
857,"['experience', 'heavily', 'centralized']"
858,"['aggregated', 'towards', 'hotmail', 'gmail', 'facebook', 'decline', 'absolute', 'devastation', 'even', 'large', 'program', 'like']"
859,"['even', 'take', 'look', 'crypto', 'platform']"
860,"['open', 'nearly', 'ninety', 'percent', 'share', 'marketplace', 'transaction', 'entity']"
861,['account']
862,"['payment', 'information', 'store', 'actually', 'fulfill', 'manage', 'inventory']"
863,"['despite', 'fact', 'charge', 'many', 'marketplace']"
864,"['course', 'peer', 'peer', 'transaction', 'free', 'mean', 'le', 'network', 'fee', 'people', 'open']"
865,"['open', 'central', 'verification', 'curation', 'insurance', 'seems', 'likely']"
866,"['blacklist', 'list', 'white', 'list']"
867,"['understand', 'natural']"
868,"['natural', 'central', 'effect', 'brand', 'trust', 'habit']"
869,"['nothing', 'technical', 'centralization', 'decent', 'centralization']"
870,"['underlying', 'perspective', 'matter', 'strong', 'three', 'tech', 'widely', 'adopted', 'widely', 'deployed', 'central', 'effect', 'separate', 'whether', 'centralization', 'versus', 'decent', 'centralization', 'shift', 'poll']"
871,"['decentralized', 'nineteen', 'ninety', 'three', 'hyper', 'centralized', 'seems', 'likely', 'gonna', 'shift', 'back', 'towards', 'decent', 'centralization', 'partly']"
872,"['question', 'much', 'necessarily', 'require', 'full', 'decent']"
873,"['certainly', 'extent', 'want', 'side', 'side']"
874,"['cannot', 'device', 'right', 'really', 'decentralized', 'operation']"
875,"['multiplayer', 'server', 'cannot', 'decentralized', 'right', 'good', 'reason', 'believe', 'law', 'physic', 'never', 'decentralized', 'server', 'running', 'multi', 'user', 'simulation']"
876,"['unless', 'want', 'three', 'frame', 'second', 'best']"
877,"['think', 'world', 'going', 'decentralized', 'application', 'partially', 'decentralized', 'one', 'mostly', 'decentralized', 'entirely', 'centralized', 'one', 'trade', 'offs']"
878,"['little', 'like', 'saying', 'bank', 'account']"
879,"['mean', 'also', 'petty', 'cash', 'drawer', 'home']"
880,['clear']
881,"['thank', 'answer']"
882,"['another', 'question', 'related', 'moonshot', 'aspect', 'matter']"
883,"['right', 'operating', 'talking', 'mythical', 'creature', 'matter', 'fully']"
884,"['mean', 'call', 'people']"
886,['continue']
887,"['right', 'well']"
888,"['reality', 'money', 'behind', 'company', 'changing', 'name', 'changing', 'business', 'order', 'make', 'happen']"
889,"['obviously', 'ball', 'started', 'rolling', 'gonna', 'difficult', 'stop', 'snowball', 'going', 'mountain']"
890,"['question', 'know', 'declaration', 'know', 'meta', 'gonna', 'revolutionize']"
891,"['everything', 'amazing', 'company', 'believe']"
892,"['vision', 'much', 'think', 'vision', 'become', 'really', 'reality']"
893,"['decentralized', 'world', 'bring', 'asset', 'platform', 'seems']"
894,"['mean', 'vision', 'mobile', 'landscape', 'going', 'eighty', 'material', 'thousand', 'thousand', 'ten', 'quite', 'different']"
895,"['think', 'controversy', 'indiana', 'gonna', 'substantially', 'different', 'imagine']"
896,"['gonna', 'substantially', 'different', 'imagine', 'yeah']"
897,['okay']
898,['course']
899,"['funny', 'like', 'know', 'asking']"
900,"['like', 'global', 'author', 'done', 'many', 'interview', 'many', 'different', 'country', 'done', 'three', 'different', 'language', 'today']"
901,"['everyone', 'want', 'know', 'answer']"
902,"['right', 'life', 'like', 'twenty', 'thirty', 'change', 'feel', 'love', 'tell', 'happens', 'wake', 'morning', 'home']"
903,['yeah']
904,"['inability', 'answer', 'question']"
906,"['think', 'inevitable']"
907,"['folk', 'expect', 'answer', 'though', 'answer']"
908,"['therefore', 'issue', 'disappointed', 'totally', 'valid']"
909,"['look', 'little', 'disappointed', 'know', 'sweeney', 'jensen', 'huang', 'like', 'answer']"
910,['know']
911,"['already', 'built', 'people']"
912,"['would', 'really']"
913,['yeah']
914,"['respond', 'okay']"
915,"['vapor', 'wear']"
916,"['answer', 'know']"
917,['know']
918,"['first', 'foremost', 'technology', 'recur']"
920,"['create', 'technology', 'reveals', 'lead', 'behavior']"
921,"['responded', 'network', 'innovation', 'someone', 'say', 'interesting']"
922,"['know', 'nick', 'would']"
923,"['gonna', 'build', 'product', 'nick']"
924,"['good', 'example', 'would', 'social']"
925,"['thought', 'billion', 'people', 'wanted', 'share', 'photo', 'daily', 'life']"
926,"['several', 'time']"
927,"['produce', 'estimated', 'eight', 'hundred', 'time', 'photo', 'total', 'photo', 'produced', 'year', 'nineteen', 'ninety', 'nine']"
928,"['would', 'reasonably', 'said']"
929,['yeah']
930,"['create', 'photo', 'digital', 'finite', 'capacity', 'would', 'ever', 'estimated', 'quantum']"
931,"['would', 'ever', 'said', 'role', 'deep', 'fake', 'election', 'engineering']"
932,"['time', 'tell', 'fully', 'predict']"
933,"['also', 'think', 'logical', 'answer', 'mentioned', 'earlier', 'transforming', 'access', 'computing', 'network', 'working', 'resource', 'consequence', 'double', 'triple', 'quadruple', 'triple', 'click', 'compounding', 'swinging', 'dark']"
934,"['right', 'happens', 'everyone', 'access', 'effectively', 'unlimited', 'cloud', 'based', 'runtime', 'idea']"
935,"['happens', 'everyone', 'create', 'three', 'simulation', 'easily', 'type', 'whatsapp']"
936,['clue']
937,"['think', 'know']"
938,"['matthew', 'quite', 'well', 'documented', 'gamer']"
939,['right']
941,['yeah']
942,"['envy', 'love', 'play', 'video', 'game', 'absolutely', 'love', 'able', 'balance', 'sometimes', 'playing', 'video', 'game', 'taking', 'meeting', 'time']"
943,"['something', 'need', 'employ', 'life']"
944,"['think', 'play', 'game', 'taking', 'meeting', 'time', 'hope']"
945,['definitely']
946,"['sometimes', 'meeting', 'inside']"
947,['course']
948,"['sometimes', 'away']"
949,['yeah']
950,"['mean', 'know', 'able', 'jump', 'play', 'fortnite', 'game', 'someone', 'actually', 'meeting', 'time']"
952,['question']
953,"['like', 'read', 'like', 'okay']"
954,"['play', 'know', 'quite', 'different', 'guess', 'like', 'refer', 'like', 'flat', 'screen', 'kind', 'game']"
955,"['obviously', 'free']"
956,"['play', 'like', 'game']"
958,"['often', 'partly', 'little', 'social', 'network', 'know', 'rich', 'originally']"
959,['okay']
961,"['well', 'gonna', 'question', 'well']"
962,"['wanted', 'jump', 'little', 'investment', 'side', 'thing', 'kind']"
963,"['know', 'argument', 'always', 'moment', 'come', 'know', 'jumping', 'world', 'playing', 'like', 'headset', 'example']"
964,"['sometimes', 'home', 'want', 'sofa', 'relax', 'whereas', 'experience', 'require', 'quite', 'active', 'kind', 'active', 'participation']"
965,"['obviously', 'interacting', 'three', 'environment']"
966,"['wanted', 'understand', 'guess', 'gamer', 'also', 'someone', 'vividly', 'understands', 'know', 'direction', 'meta', 'think', 'develop', 'near', 'future', 'bridge', 'people', 'traditionally', 'play', 'video', 'game', 'moment', 'integrate', 'aspect', 'describing', 'methodist']"
967,['yeah']
968,"['good', 'question']"
969,"['mean', 'challenge', 'consider', 'know', 'really', 'interactive', 'medium', 'overall']"
970,"['actually', 'flexible']"
971,"['look', 'take', 'look', 'television', 'television', 'five', 'half', 'hour', 'united', 'state', 'three', 'hundred', 'million', 'people', 'watching', 'five', 'half', 'hour', 'television']"
972,"['senior', 'watch', 'seven', 'half', 'hour']"
973,"['incredible', 'bundle']"
974,"['bundle', 'genre', 'function', 'education', 'news', 'cultural', 'participation', 'relaxation']"
975,"['bundle', 'different', 'engagement', 'style', 'lean', 'phone']"
976,['light']
977,"['watching', 'game', 'throne', 'love']"
978,"['know', 'lean', 'back']"
979,"['watching', 'average', 'thing']"
980,['lean']
981,['right']
982,['background']
983,"['ironing', 'dish', 'homework']"
984,"['course', 'bundle', 'many', 'many', 'different', 'form', 'competition', 'forth']"
985,"['ability', 'function', 'purpose', 'intensity', 'access', 'facilitates', 'cultural', 'dominance']"
986,"['take', 'look', 'gaming', 'interactivity', 'hand', 'still', 'harder']"
987,"['talking', 'talking', 'putting', 'device', 'isolate', 'rest', 'world']"
988,"['function', 'limited']"
989,"['seeing', 'growth', 'news', 'going']"
990,"['education', 'going', 'still', 'primarily', 'lean', 'intense', 'exclusionary', 'behavior', 'high', 'skill', 'requirement', 'leisure']"
991,"['diversity', 'ax', 'think', 'still', 'gonna', 'constrained']"
992,"['wanted', 'something', 'little', 'different']"
993,"['dive', 'little', 'philosophical', 'aspect', 'meta']"
994,"['thing', 'people', 'sometimes', 'immediately', 'revolution', 'matter', 'gonna', 'bring', 'fact', 'concept', 'call', 'reality', 'twenty', 'year', 'gonna', 'completely', 'different']"
995,"['digital', 'content', 'digital', 'platform', 'call', 'meta', 'platform', 'right']"
996,"['gonna', 'dream', 'interoperability', 'bleed', 'real', 'world', 'matter', 'gonna', 'connecting', 'tissue', 'digital', 'reality', 'real', 'world']"
997,"['promise', 'know', 'socially', 'acceptable', 'glass', 'know', 'augment', 'world', 'vision', 'digital', 'content', 'paint', 'world', 'data']"
998,"['create', 'effect', 'making', 'think', 'reality', 'augmented', 'wonderful', 'book', 'called', 'reality', 'plus']"
1000,"['gonna', 'something', 'cannot', 'proceed']"
1001,"['exactly', 'like', 'right', 'house', 'without', 'mobile', 'phone', 'life', 'le', 'meaningful']"
1002,"['connected', 'people']"
1003,"['think', 'gonna', 'impact', 'leave', 'actual', 'life', 'think', 'real', 'life', 'life', 'live', 'real', 'world', 'le', 'meaningful', 'gonna', 'amazing', 'life', 'amazing', 'possibility', 'augment', 'world', 'wanna', 'able', 'disconnect', 'digital', 'world']"
1005,"['mean', 'generally', 'thesis', 'meta', 'three', 'immersion', 'presence', 'matter', 'deeply', 'human', 'experience']"
1006,['natural']
1008,"['reason', 'tough', 'time', 'imagining', 'anything', 'fully', 'substitute', 'even', 'ever', 'really', 'compete']"
1009,"['real', 'thing']"
1010,"['sitting', 'across', 'good', 'friend', 'slapping', 'back', 'always', 'going', 'mean', 'something']"
1011,"['sitting', 'foot', 'stadium', 'sixty', 'thousand', 'cheering', 'fan']"
1012,"['think', 'always', 'something', 'feel', 'richer', 'deeper', 'matter', 'frame', 'rate', 'resolution', 'spatial', 'audio', 'device', 'always', 'going', 'incredible']"
1013,"['mean', 'still', 'close', 'experience', 'without', 'undermining', 'aspect']"
1014,"['interested', 'way', 'augment', 'lost', 'available']"
1015,"['spend', 'time', 'day', 'talking', 'hello', 'foot']"
1016,"['lithography', 'good', 'example', 'substitute', 'complement', 'substitute', 'substitute', 'tech', 'real', 'thing']"
1017,"['would', 'still', 'great', 'could', 'record', 'person']"
1018,"['sitting', 'making', 'direct', 'contact']"
1019,"['couch', 'laughing']"
1020,"['pick', 'queue', 'differently']"
1021,"['enriched', 'zoom', 'substitute']"
1022,"['pornography', 'reach', 'important']"
1023,"['think', 'undermine', 'real', 'real', 'possible', 'technology', 'certainly', 'bringing']"
1024,"['interesting', 'based', 'like', 'nick', 'question', 'hoping', 'getting', 'right', 'nick']"
1025,"['guess', 'sense', 'mobile', 'phone', 'almost', 'social', 'phone']"
1026,"['right', 'assume', 'moment', 'happen', 'happen', 'augmented', 'reality', 'example', 'take', 'world', 'digital', 'world', 'meet', 'friend', 'thing', 'like']"
1027,"['honesty', 'real', 'possibility', 'connected', 'augmented', 'device', 'kind', 'meta', 'environment', 'know', 'disconnected', 'pretty', 'much', 'everything', 'need', 'able', 'thing']"
1028,"['using', 'example', 'extreme']"
1029,"['guess', 'like', 'build', 'next', 'world', 'connected']"
1030,"['even', 'deeper', 'level', 'meta', 'really', 'exists']"
1031,"['example', 'could', 'guess', 'know', 'idea', 'absolutely', 'hate', 'actually', 'becoming', 'real', 'reality', 'someone', 'wearing', 'augmented', 'filter', 'face', 'something', 'like']"
1032,"['know', 'already', 'instagram', 'device', 'people', 'post', 'photo', 'exclusively', 'filter', 'filter', 'real', 'time', 'situation', 'existing']"
1034,"['easy', 'switch']"
1035,"['need', 'connected', 'environment', 'everyone', 'else', 'sits', 'take', 'want', 'opinion', 'guess']"
1036,['think']
1037,"['think', 'probably', 'right', 'know', 'certain', 'cohort', 'people', 'example', 'video', 'gaming', 'console', 'important', 'part', 'ability', 'socialize', 'specific', 'group', 'friend']"
1038,"['tail', 'sense', 'critical', 'device', 'experience', 'reflect', 'organic', 'interest', 'community', 'getting', 'talk', 'point']"
1040,['circular']
1041,"['society', 'change']"
1042,"['grew', 'socializing', 'coming', 'home', 'going', 'chat', 'text', 'based', 'message', 'board']"
1043,"['longer', 'particularly', 'popular', 'modern', 'form', 'communication']"
1044,"['require', 'different', 'device', 'different', 'experience']"
1045,"['time', 'tend', 'find', 'argument', 'alien', 'exclusionary', 'tends', 'fleeting', 'assume']"
1046,"['know', 'back', 'twenty', 'twelve', 'alarm', 'whether', 'ipads', 'school', 'would', 'widen', 'income', 'inequality', 'educational', 'access']"
1047,"['well', 'right', 'cheapest', 'ipad', 'half', 'cost', 'first', 'iphone', 'inflation']"
1048,"['right', 'iphone', 'thousand', 'seven', 'would', 'grand', 'ipad', 'hundred', 'eighty', 'buck']"
1049,"['period', 'time', 'average', 'person', 'ipad', 'course']"
1050,['affordable']
1051,"['society', 'evolves', 'probably', 'need', 'device', 'interact', 'friend', 'depending', 'friend']"
1052,"['brief', 'point', 'time', 'probably', 'find', 'device', 'expensive', 'everyone', 'participate']"
1053,"['also', 'argument', 'hard', 'last', 'longer', 'ipad', 'hold', 'compress']"
1054,"['would', 'like', 'dive', 'little', 'data', 'translation', 'user', 'matter']"
1055,"['another', 'question', 'related', 'deep', 'learning', 'model']"
1056,['matter']
1057,"['concern', 'many', 'people']"
1058,"['vocal', 'proponent', 'luis', 'rosenberg', 'know']"
1059,"['need', 'regulated', 'quickly', 'possible', 'real', 'danger', 'amount', 'data', 'generated', 'platform', 'able', 'create', 'fingerprint', 'behavior', 'need', 'perfect', 'almost', 'impossible', 'manipulated', 'company', 'using', 'amount', 'data', 'create', 'deep', 'learning', 'model', 'sale']"
1060,"['digital', 'salesperson', 'people', 'sell', 'thing', 'make', 'believe', 'thing', 'change', 'mind', 'political', 'view']"
1061,"['take', 'think', 'need', 'regulated', 'matter', 'urgent', 'regulated', 'matter', 'point', 'view']"
1062,"['certainly', 'believer', 'regulation', 'need', 'strongly', 'strongly', 'influence', 'development', 'certainly', 'government', 'mobile']"
1063,"['subscribe', 'high', 'gary', 'perspective', 'technology', 'technology', 'neutral', 'many', 'double', 'negative']"
1064,"['know', 'take', 'look', 'classical']"
1065,"['gary', 'technology', 'theory']"
1066,"['would', 'neutral', 'understand', 'appreciate', 'implicit', 'hold', 'technology']"
1067,"['lead', 'active', 'passive', 'sometimes', 'accidental', 'manipulation', 'behavioral', 'shaping']"
1068,"['certainly', 'social']"
1069,"['right', 'took', 'long', 'time']"
1070,['right']
1071,"['happened', 'fifteen', 'year', 'talked', 'filter', 'bubble']"
1072,"['filter', 'bubble', 'actually', 'excluded', 'information']"
1073,"['suddenly', 'came', 'around', 'realize', 'real', 'reinforcement', 'radical', 'perspective']"
1074,"['inverse', 'perspective', 'actual', 'chamber']"
1075,"['look', 'believe', 'important']"
1076,"['interesting', 'aspect', 'believe', 'meta', 'inevitable', 'technology', 'solved', 'every', 'year', 'computing', 'processor', 'become', 'efficient', 'matter', 'moore']"
1077,"['broadband', 'improves', 'latency', 'coverage']"
1078,"['result', 'interested', 'whether', 'meta', 'technologically', 'realized', 'whether', 'meta', 'build', 'collectively', 'prosperous', 'healthy']"
1079,['achieve']
1080,"['think', 'probably', 'three', 'different', 'perspective']"
1082,"['take', 'look', 'regulator', 'particular', 'bundling', 'different', 'element', 'ecosystem']"
1083,"['right', 'apple', 'grew', 'twenty', 'year', 'remarkable', 'integration', 'operating', 'system', 'hardware', 'iphone']"
1084,"['digital', 'realm', 'grown', 'matured', 'realize', 'actually', 'bundle', 'many', 'thing', 'hardware', 'offering', 'operating', 'system', 'first', 'party', 'software', 'software', 'distribution', 'identity', 'payment', 'text', 'standard']"
1085,"['think', 'government', 'notably', 'right', 'drive', 'bundling', 'full', 'technological', 'expression', 'competition', 'layer']"
1086,"['second', 'data', 'portability']"
1087,"['much', 'right', 'standardizing', 'charging', 'port', 'good', 'competition']"
1088,"['look', 'matter', 'data', 'import', 'export', 'metadata', 'coherent', 'matter']"
