,sentences
577,"['absolut', 'alway', 'gonna', 'like', 'mobil', 'arriv', 'peopl', 'thought', 'consol', 'game', 'gonna', 'like', 'mobil', 'consol', 'go', 'mobil', 'game', 'meta', 'experi']"
578,"['alway', 'go', 'great', 'mobil', 'game', 'compani', 'build', 'masteri', 'regain', 'know', 'mobil', 'phone', 'gonna', 'disappear']"
579,"['obvious', 'gonna', 'harder', 'alreadi', 'contend', 'domin', 'market']"
580,"['obvious', 'gonna', 'potenti', 'less', 'capit', 'alloc', 'oblig', 'expand', 'ventur']"
581,"['ventur', 'continu', 'come', 'great']"
582,['ecosystem']
583,"['total', 'address', 'market', 'go', 'know', 'continu', 'grow']"
584,"['know', 'alreadi', 'said', 'blue', 'number', 'eight', 'hundr', 'billion']"
585,"['probabl', 'crazi', 'assum', 'even', 'click', 'trillion', 'total', 'market', 'opportun', 'anyon', 'deal', 'member', 'think', 'know', 'investor', 'today', 'ventur', 'investor', 'realli', 'time', 'take', 'stand', 'realli', 'believ', 'world', 'build', 'either', 'decentr', 'separ', 'question', 'pretti', 'abundantli', 'clear', 'next', 'wave', 'internet', 'go', 'immers', 'social', 'expens', 'ever', 'go', 'enabl', 'creat', 'know', 'human', 'around', 'world']"
586,"['last', 'compani', 'want', 'mention', 'expos', 'realli', 'posit', 'gonna', 'owner', 'know', 'whether', 'entertain', 'brand', 'like', 'disney', 'comcast', 'music', 'label']"
587,"['think', 'biggest', 'opportun', 'alreadi', 'seen', 'start', 'take', 'concert']"
588,"['unless', 'like', 'taylor', 'swift', 'music', 'artist', 'make', 'money', 'tour']"
589,"['know', 'artist', 'tour', 'three', 'month', 'famili']"
590,['live']
591,"['play', 'show', 'everi', 'kill', 'health']"
592,"['know', 'kill', 'famili', 'kid', 'everyth']"
593,"['well', 'mention', 'earli', 'know', 'experi', 'support', 'million', 'peopl', 'simultan', 'reason', 'virtual', 'concert', 'million', 'peopl', 'epic', 'million', 'peopl', 'watch', 'virtual', 'concert', 'smaller', 'dose']"
594,"['know', 'reason', 'million', 'peopl', 'simultan', 'watch', 'concert', 'five', 'dollar', 'whatev', 'know']"
595,"['make', 'ticket', 'gate', 'event', 'sudden', 'make', 'money', 'entir', 'know', 'nation', 'tour', 'unit', 'state', 'continent', 'tour', 'europ']"
596,"['know', 'econom', 'music', 'artist', 'skew', 'much', 'tour']"
597,"['live', 'nation', 'success', 'even', 'come', 'pandem', 'know', 'look', 'brand', 'like', 'know', 'label', 'also', 'live', 'nation', 'know', 'still', 'best', 'concert', 'promot', 'know', 'sort', 'compani', 'along', 'brand', 'whether', 'like', 'disney', 'even', 'seen', 'gucci', 'realli', 'success', 'thing', 'broad', 'roblox', 'know', 'opportun', 'capit', 'meta']"
598,"['think', 'know', 'think', 'talk', 'sort', 'opportun', 'gucci', 'actual', 'experi', 'insid', 'robot', 'someon', 'bought', 'virtual', 'gucci', 'handbag', 'equival', 'four', 'thousand', 'dollar']"
599,"['item', 'sell']"
601,['know']
602,"['person', 'bought', 'avatar', 'equival', 'four', 'thousand', 'dollar']"
603,"['clearli', 'opportun', 'brand', 'connect', 'differ', 'type', 'audienc']"
604,"['meta', 'gonna', 'huge']"
605,"['matthew', 'great', 'summari', 'point', 'think', 'build', 'mention', 'around', 'excit', 'frontier', 'owner', 'artist', 'music', 'movi', 'rigid', 'piec', 'content']"
606,"['alreadi', 'start', 'creator', 'type', 'opportun', 'come']"
607,"['across', 'realli', 'excit', 'content', 'vertic', 'like', 'fashion', 'music', 'sport', 'mention', 'earlier', 'know']"
608,"['fortun', 'invest', 'warner', 'music', 'group', 'know', 'third', 'largest', 'music', 'compani', 'world', 'constantli', 'explor', 'music', 'realli', 'reimagin', 'type', 'opportun', 'creat', 'artist', 'similar', 'fashion', 'think', 'crazi', 'match', 'assum', 'even', 'excit', 'artist', 'futur', 'actual', 'gonna', 'born', 'univers']"
609,"['might', 'actual', 'real', 'human', 'might', 'even', 'know', 'conflict', 'avatar']"
610,"['excit', 'riot', 'gig', 'music', 'vision', 'start']"
611,"['complet', 'virtual', 'event']"
612,"['excit', 'littl', 'nasa', 'travi', 'scott']"
613,"['mani', 'possibl', 'start', 'look', 'bring', 'creat', 'content', 'way', 'democrat', 'power', 'creat', 'know', 'type', 'content', 'make', 'access', 'know', 'million', 'million', 'peopl', 'around', 'world']"
614,"['know', 'abl', 'concert', 'million', 'peopl', 'think', 'concept', 'moment', 'difficult', 'listen', 'actual', 'grasp']"
615,"['hard', 'grasp', 'go', 'feel', 'like', 'concert', 'know', 'musician']"
616,"['togeth', 'particular', 'virtual', 'world', 'gonna', 'built', 'million', 'peopl']"
617,['head']
618,"['type', 'infrastructur', 'built']"
619,"['think', 'imposs', 'excit', 'entrepreneur']"
620,"['gonna', 'avail', 'world', 'want', 'help', 'creat', 'make', 'excit', 'meaning', 'social', 'human', 'ever', 'think', 'gonna', 'kept', 'peopl', 'know', 'real', 'life', 'realli', 'live']"
621,"['think', 'fair', 'alway', 'gonna', 'real', 'life', 'experi', 'relationship']"
622,"['believ', 'real', 'life', 'go', 'feed', 'member', 'meta', 'go', 'make', 'life', 'even', 'excit', 'use']"
623,"['build', 'type', 'realiz', 'definit', 'prioriti', 'know', 'sure', 'mani', 'peopl']"
624,"['total', 'agre']"
625,"['know', 'wanna', 'know', 'talk', 'move']"
626,"['rabbit', 'hole', 'gonna', 'complet', 'today']"
627,"['gonna', 'touch', 'come', 'back', 'area', 'depth', 'futur', 'episod']"
628,"['peopl', 'talk', 'today', 'meta', 'past', 'impact', 'crypto', 'blockchain', 'entiti', 'decentr', 'platform', 'affect']"
629,"['know', 'go']"
630,"['extrem', 'interest']"
631,"['seen', 'know', 'seen', 'thing', 'like', 'infin', 'still', 'game']"
632,"['meta', 'know', 'seen', 'kind', 'reinvent', 'game', 'econom', 'least']"
633,"['take', 'decentr', 'platform', 'form', 'gener', 'impact', 'crypto', 'blockchain', 'etcetera', 'think']"
635,"['know', 'work', 'within', 'kind', 'wall', 'garden', 'built', 'like', 'roblox', 'facebook', 'epic', 'etcetera']"
636,"['think', 'first', 'high', 'level', 'believ', 'central', 'go', 'play', 'instrument', 'role', 'futur', 'mani', 'industri', 'futur', 'commerc', 'futur', 'financ', 'futur', 'internet', 'futur', 'interact', 'experi', 'game', 'etcetera', 'etcetera']"
637,"['think', 'pretti', 'clear']"
638,"['regard', 'univers']"
639,"['look', 'think', 'think', 'crypto', 'know', 'fungi', 'token', 'decent', 'central', 'freeli', 'opportun', 'open', 'platform', 'player', 'actual', 'economi']"
640,"['think', 'today', 'appl', 'ecosystem', 'book']"
641,"['know', 'basic', 'platform', 'economi', 'own', 'compani', 'platform']"
642,"['know', 'listen', 'greatli', 'deep', 'detail']"
643,"['realli', 'mean', 'user', 'asset', 'creat', 'asset', 'could', 'consum', 'digit', 'asset', 'acquir', 'purchas', 'insid', 'platform', 'like', 'insid', 'platform', 'user', 'platform']"
644,"['decid', 'wanna', 'take', 'sort', 'accessori', 'avatar', 'skin', 'purchas', 'insid', 'roblox', 'epic', 'wanna', 'take', 'anoth', 'platform', 'keep', 'decentr', 'wallet']"
645,"['elig', 'insid', 'platform']"
646,"['think', 'magic', 'mind', 'central', 'open', 'platform', 'thiev', 'realli', 'opportun', 'build', 'virtual', 'world', 'game', 'experi', 'interact', 'experi', 'overal']"
647,"['economi', 'digit', 'asset', 'own', 'user', 'player', 'choos', 'wanna', 'take', 'also', 'trade', 'ultim', 'etern', 'fiat', 'money', 'actual', 'money']"
648,"['think', 'inspir', 'whole', 'wave', 'type', 'game', 'like', 'like', 'infin', 'know', 'kind', 'qualiti', 'quot', 'unquot', 'play', 'earn', 'actual', 'play', 'game', 'asset', 'connect', 'icon', 'play', 'game', 'sell', 'asset', 'forth']"
649,"['softwar', 'could', 'biggest', 'thing', 'central']"
650,"['opportun', 'player', 'user', 'digit', 'asset', 'player', 'own', 'economi', 'shift', 'thing']"
651,"['believ', 'vote', 'platform', 'like', 'epic', 'like', 'know', 'bullish', 'particip', 'shape', 'form', 'wider', 'trend', 'enabl', 'open', 'potenti', 'player', 'realli', 'jump', 'around', 'platform', 'matthew', 'alway', 'promis', 'age']"
652,"['use', 'open', 'protocol', 'thing', 'togeth']"
653,"['ultim', 'internet', 'took', 'differ', 'shift', 'close', 'platform', 'appl', 'ecosystem', 'facebook', 'wall', 'garden']"
654,"['forth', 'think', 'ultim', 'transport', 'evolv', 'platform', 'today', 'know', 'like', 'epic', 'like', 'real', 'squar', 'network', 'still', 'kind', 'primari', 'busi', 'model', 'analog', 'great', 'thinker', 'great', 'thinker', 'state', 'call', 'know', 'juic', 'think', 'point', 'shoot', 'guest', 'podcast']"
655,"['think', 'move', 'distribut', 'platform', 'user', 'player', 'domin', 'power']"
656,"['take', 'asset', 'want', 'move', 'around']"
657,"['matthew', 'back', 'mention', 'earlier', 'today', 'move', 'internet', 'consum', 'world', 'avatar']"
658,"['avatar', 'gonna', 'want', 'bring', 'digit', 'asset', 'accessori', 'skin']"
659,"['place', 'anoth']"
660,"['otherwis', 'think', 'miss', 'much', 'much', 'bigger', 'opportun', 'manag', 'could', 'becom']"
661,"['sure', 'skeptic', 'peopl']"
662,"['know', 'know', 'person', 'gonna', 'work', 'enabl', 'lose', 'platform']"
663,"['excit', 'decent', 'central', 'opportun', 'know', 'player', 'own', 'economi', 'player', 'own', 'virtual', 'world']"
664,"['creat', 'world', 'gonna', 'even', 'opportun', 'creat', 'prosper', 'know', 'everyon', 'around', 'world']"
665,"['total', 'agre']"
666,"['think', 'come', 'back', 'talk', 'begin']"
667,"['know', 'think', 'meta', 'express', 'digit', 'virtual', 'space', 'oppos', 'real', 'world', 'abl', 'take', 'full', 'ownership', 'express', 'gonna', 'drive', 'demand', 'longer', 'term']"
668,"['mean', 'thing', 'like', 'axiom', 'infin', 'blow', 'today']"
669,"['sustain', 'know', 'know', 'level', 'kind', 'know', 'huge', 'surg', 'see']"
670,"['technolog', 'built', 'underli', 'other', 'like', 'crucibl', 'like', 'central', 'land', 'like', 'sandbox', 'other', 'know']"
671,"['technolog', 'full', 'ownership', 'virtual', 'self', 'gonna', 'someth', 'gonna', 'power', 'next', 'call', 'decad']"
672,"['within', 'meta']"
673,"['know', 'think', 'talk', 'great', 'topic']"
674,"['talk', 'defin', 'meta', 'talk', 'player', 'technolog']"
675,"['talk', 'know', 'think', 'gonna', 'know', 'leader', 'dark', 'hors']"
676,"['talk', 'distribut', 'platform']"
677,"['talk', 'basic', 'everyth', 'room', 'high', 'level']"
678,"['excel', 'primer', 'meta']"
679,"['look', 'forward', 'guest', 'come', 'realli', 'take', 'deeper', 'dive', 'meta']"
680,"['metavers', 'revolution', 'everyth', 'matthew', 'ball']"
682,['founder']
683,"['write', 'talk', 'meta']"
684,"['matthew', 'tell', 'start', 'often', 'ask', 'question', 'believ', 'meta', 'sing', 'fulli', 'predict', 'futur']"
685,"['recur', 'technolog', 'way', 'technolog', 'lead', 'differ', 'behavior', 'differ', 'experi']"
686,"['touch', 'evolut', 'meta', 'talk', 'predict', 'touch', 'know', 'data', 'protect']"
687,"['touch', 'programmat', 'gener', 'content']"
688,"['underestim', 'much', 'sophist', 'need']"
689,"['person', 'real', 'situat', 'look', 'real', 'imag', 'look', 'real', 'context', 'fictiti', 'okay', 'wire', 'social', 'absolut']"
690,"['tough', 'time', 'imagin', 'anyth', 'fulli', 'substitut']"
691,"['hello', 'welcom', 'field', 'podcast', 'expand', 'horizon', 'meta']"
692,"['name', 'daniel']"
693,"['name', 'nick', 'rosa', 'accentur']"
694,"['today', 'excit', 'guest']"
695,"['person', 'liter', 'start', 'movement', 'deep', 'analysi', 'meta', 'smart']"
696,"['person', 'brought', 'import', 'essay', 'matter']"
697,"['recent', 'publish', 'book', 'call', 'revolution', 'everyth']"
698,"['ladi', 'gentlemen', 'today', 'real', 'master', 'matter', 'mean']"
701,"['great', 'realli', 'excit', 'today']"
702,"['thank', 'much', 'join']"
703,"['usual', 'alway', 'guest', 'start', 'littl', 'origin', 'stori']"
704,"['would', 'like', 'understand', 'passion', 'background', 'cover', 'math', 'right']"
705,['sure']
706,"['place', 'start']"
707,"['work', 'experi', 'pretti', 'diversifi', 'thousand', 'wildfir', 'initi', 'attack']"
708,"['full', 'time']"
709,"['start', 'busi', 'issu', 'profession', 'boat', 'craft', 'licens', 'behalf', 'canadian', 'coast', 'guard', 'shift', 'privat', 'equiti']"
710,"['focus', 'primarili', 'virtual', 'system']"
711,"['kind', 'earli', 'toward', 'outcom']"
712,"['shift', 'accentur', 'cours', 'know', 'well', 'spent', 'five', 'year', 'strategi', 'practic', 'realli', 'telecom', 'publish', 'video', 'game', 'interact', 'hollywood', 'hardwar', 'provid', 'includ', 'even', 'automot']"
713,"['shift', 'toward', 'compani', 'call', 'churn', 'group']"
714,"['built', 'bought', 'develop', 'scale', 'mani', 'first', 'digit', 'first', 'commun', 'compani', 'like', 'crunchi', 'roll', 'sport', 'twitter', 'media', 'pandora', 'sound', 'cloud', 'major', 'sharehold', 'point']"
715,"['join', 'amazon', 'first', 'global', 'head', 'strategi', 'amazon', 'studio']"
716,"['start', 'firm', 'twenti', 'eighteen', 'focu', 'game', 'littl', 'known', 'topic', 'least', 'relat', 'mainstream']"
717,"['period', 'develop', 'skill', 'set', 'term', 'deep', 'simul', 'technolog', 'infrastructur', 'understand', 'global', 'media', 'environ', 'technolog', 'requir', 'servic', 'custom', 'build', 'world', 'largest', 'media', 'busi']"
718,"['nice', 'converg', 'point', 'super', 'converg', 'technolog']"
719,"['interest', 'like', 'would', 'assum']"
720,"['spend', 'decad']"
721,"['alway', 'obsess', 'video', 'game', 'virtual', 'world', 'storytel', 'way', 'technolog', 'chang']"
722,"['experi', 'twenti', 'eighteen', 'realli', 'play', 'fortnit', 'spend', 'time', 'roblox', 'platform', 'believ', 'thirti', 'year', 'term', 'centuri', 'concept', 'long', 'attempt', 'idea', 'start', 'unfold', 'around']"
723,['author']
724,"['publish', 'wonder', 'book', 'call', 'meta', 'revolution', 'everyth']"
725,"['tour', 'world']"
726,"['life', 'author']"
728,['exhaust']
729,"['think', 'extraordinari', 'beyond', 'specif', 'field', 'applic', 'sens', 'know', 'amazon', 'help', 'overse', 'billion', 'dollar', 'program', 'invest', 'primarili', 'content', 'strategi']"
730,"['go', 'green', 'light', 'afterward', 'would', 'return', 'evalu']"
731,"['go', 'process', 'know', 'content', 'creation', 'market', 'decis', 'promot', 'read', 'review', 'own', 'outcom']"
732,"['differ', 'sens', 'thrill', 'public', 'public', 'fund', 'feedback', 'illuminati', 'everyth', 'els', 'around', 'space']"
733,['first']
734,['right']
737,"['first', 'least']"
738,['well']
739,"['never', 'never']"
740,"['find', 'interest', 'right', 'think', 'well', 'like', 'first', 'like', 'publish', 'book']"
741,"['write', 'kind', 'topic', 'long', 'time', 'publish', 'realli', 'use', 'insight', 'quit', 'vast', 'array', 'differ', 'digit', 'technolog', 'aspect', 'thing', 'well']"
742,['right']
743,['yeah']
744,"['start', 'write', 'twenti', 'thirteen']"
745,"['accentur', 'still', 'time', 'least', 'public', 'blogger', 'might', 'twenti', 'twelv']"
746,"['know', 'interest', 'thing', 'quit', 'right', 'pretti', 'broad', 'cover']"
747,"['reflect', 'profession', 'expertis', 'interest', 'also', 'think', 'link', 'field']"
748,"['book', 'great', 'length', 'talk', 'mani', 'differ', 'intersect', 'piec', 'technolog']"
749,"['meta', 'thought', 'hardwar']"
750,"['thought', 'hardwar']"
751,"['think', 'comput', 'processor', 'network', 'chip', 'standard']"
752,['excus']
753,"['rest', 'understand', 'multipl', 'differ', 'angl', 'profession', 'interest', 'profession', 'histori', 'person', 'expertis', 'spend', 'decad', 'variou', 'theme', 'author', 'pretti', 'essenti']"
754,"['wrote', 'book', 'month', 'period']"
755,"['culmin', 'four', 'prior', 'year', 'write', 'theme', 'decad', 'write', 'theme', 'around', 'without', 'possibl', 'certainli', 'good']"
756,"['mean', 'mani', 'differ', 'area', 'right', 'probabl', 'could', 'written', 'book', 'given', 'vast', 'experi', 'especi', 'know', 'experi', 'within', 'film', 'televis', 'space', 'product', 'space']"
757,"['made', 'realli', 'land', 'meth', 'earth', 'know', 'topic', 'felt', 'need', 'written']"
758,['question']
759,"['mean', 'look', 'start', 'write', 'book', 'month', 'zuckerberg', 'ever', 'said', 'intent', 'transform', 'meta', 'compani', 'four', 'month', 'renam', 'compani']"
760,"['think', 'gener', 'pivot', 'moment', 'mass', 'idea']"
761,"['first', 'essay', 'theme', 'twenti', 'eighteen']"
762,"['anoth', 'januari', 'twenti', 'twenti']"
763,"['extraordinarili', 'popular']"
764,"['million', 'read', 'year']"
765,"['still', 'know', 'fifteen', 'thousand']"
766,"['plu', 'overal', 'convict', 'believ', 'worthwhil', 'person', 'undertak', 'profession', 'undertak', 'believ', 'critic', 'import', 'make', 'publicli', 'avail', 'thing', 'learn', 'space']"
767,"['avail', 'peopl', 'reflect', 'larg', 'corpor', 'convers', 'particip', 'startup', 'portfolio']"
768,"['seem', 'like', 'import', 'worthwhil', 'never', 'written', 'book', 'love', 'write']"
769,"['cours', 'becam', 'danni']"
770,"['last', 'year']"
771,"['predict', 'certainli', 'help', 'also', 'elev', 'stake', 'publish']"
772,"['said', 'deep', 'stock', 'matter', 'super', 'import', 'point', 'view', 'peopl', 'believ', 'matter', 'versu', 'surfac', 'like', 'roadblock', 'fortnight', 'fact', 'mani', 'peopl', 'refer', 'meta', 'versu', 'point', 'multivers', 'point', 'view', 'someth', 'give', 'like', 'shiver', 'back', 'spine', 'like', 'say', 'internet', 'matter', 'like', 'infrastructur']"
773,['right']
774,"['mani', 'layer']"
775,"['meta', 'meta', 'versu', 'infrastructur']"
776,"['toolbox', 'leader', 'util', 'order', 'appli', 'concept', 'busi', 'enterpris', 'vast', 'point', 'view', 'leader', 'inspir', 'team', 'start', 'envis', 'opportun', 'area', 'work']"
777,"['like', 'network', 'know', 'processor']"
778,"['spark', 'need', 'team']"
779,"['great', 'question']"
780,"['look', 'often', 'ask', 'question']"
781,"['believ', 'meta', 'signific']"
782,"['love', 'subtitl', 'book', 'revolution', 'everyth', 'littl', 'bombast', 'person', 'believ']"
783,"['think', 'realli', 'three', 'way', 'unpack']"
784,"['first', 'principl', 'incur']"
785,"['wanna', 'talk', 'specif', 'explain', 'least', 'find', 'excit']"
786,"['know', 'first', 'foremost', 'internet', 'import', 'technolog', 'innov', 'human', 'histori', 'like', 'truli', 'thousand', 'year']"
787,"['talk', 'successor']"
788,"['fundament', 'chang', 'technolog', 'excit', 'histori', 'tell', 'societi', 'chang', 'busi', 'chang', 'govern', 'chang', 'product', 'busi', 'model', 'deploy', 'leader', 'philosophi', 'corpor']"
789,"['affect', 'internet']"
790,"['second', 'thing', 'recogn', 'part', 'talk', 'revolut', 'idea']"
791,"['know', 'build', 'meta', 'requir', 'deep', 'alter', 'enhanc', 'everyth', 'upon', 'internet', 'built']"
792,"['network', 'infrastructur', 'hardwar']"
793,"['alreadi', 'believ', 'internet', 'remark']"
794,"['twenti', 'percent', 'global', 'economi', 'upgrad', 'architectur', 'design', 'priorit', 'huge', 'opportun', 'especi', 'busi']"
795,"['second', 'think', 'recogn', 'make', 'chang']"
796,"['articul', 'exampl', 'real', 'revolut', 'mobil', 'suddenli', 'comput', 'pocket', 'time', 'access', 'internet', 'oppos', 'occasion', 'access']"
797,"['point', 'essenti', 'gonna', 'revolut']"
798,"['revolut', 'structur', 'shift', 'access', 'comput', 'network', 'resourc', 'billion', 'peopl', 'resourc', 'solv', 'problem', 'never', 'imagin']"
799,"['widespread', 'chang']"
800,"['field', 'believ', 'internet', 'person', 'comput', 'sit', 'desk', 'would', 'reach']"
801,['reach']
802,['excit']
803,"['third', 'talk', 'instant', 'pronunci']"
804,"['see', 'devic', 'use', 'surgeri', 'see', 'deploy', 'militari']"
805,"['see', 'use', 'design', 'build', 'simul', 'atom', 'sound', 'wave']"
806,['light']
807,"['improv', 'energi', 'effici']"
808,"['see', 'deploy', 'eas', 'video', 'conferenc', 'produc', 'greater', 'emot', 'connect', 'realli', 'believ', 'take', 'theori', 'high', 'abstract', 'internet', 'talk', 'chang', 'architectur']"
809,"['talk', 'mean', 'use', 'thing']"
810,"['look', 'primit', 'deploy']"
811,"['actual', 'even', 'talk', 'meta']"
812,"['talk', 'network']"
813,"['talk', 'specif', 'applic']"
814,"['right', 'softwar', 'run']"
816,['peopl']
817,"['remark', 'find', 'incred', 'inspir']"
818,"['comment', 'speak', 'peopl', 'space']"
819,"['come', 'probabl', 'stronger', 'background', 'virtual', 'realiti', 'kind', 'area', 'space']"
820,"['comment', 'speak', 'peopl', 'especi', 'commun', 'point', 'time', 'well', 'consid', 'compani', 'go', 'forward', 'call', 'meta', 'best', 'compani']"
821,"['alway', 'differ', 'thing', 'differ', 'semant', 'definit', 'differ', 'thing', 'peopl']"
822,"['think', 'right', 'guess', 'someon', 'mayb', 'space', 'know', 'twenti', 'seventeen', 'realli', 'start', 'full', 'resurg', 'mayb', 'twenti', 'fourteen']"
823,"['would', 'consid', 'compani', 'space', 'mainli', 'publish', 'media', 'go']"
824,"['would', 'refer', 'matter', 'best', 'compani', 'think', 'necessarili', 'right', 'wrong', 'take']"
825,"['semant', 'realli', 'interrupt']"
826,"['mean', 'certainli', 'agre', 'perspect', 'call', 'someth', 'versu', 'platform', 'econom', 'wrong']"
827,['former']
828,"['latter', 'would', 'correct']"
829,"['know', 'everyon', 'use', 'term', 'meta', 'singular']"
831,"['find', 'guess', 'would', 'lose', 'battl']"
832,"['peopl', 'call', 'roblox', 'board']"
833,"['long', 'term', 'whole', 'term', 'away']"
834,"['talk', 'internet', 'mayb', 'three', 'internet', 'differenti', 'gener', 'internet', 'nineti', 'today']"
835,"['kind', 'extend', 'find', 'peopl', 'say', 'first', 'compani', 'nuisanc', 'kind', 'tri', 'move', 'beyond', 'care']"
836,"['remind', 'compani', 'would', 'nineti', 'sudden', 'internet', 'compani']"
837,"['like', 'okay', 'page', 'make', 'digit', 'compani']"
838,"['fundament', 'cultur', 'financi', 'philosoph', 'decis']"
839,"['easi', 'littl', 'distribut', 'mani', 'peopl', 'write', 'theme', 'random', 'often', 'seem', 'partli', 'reflect', 'fact', 'meta', 'affect', 'everyon']"
840,"['inde', 'successor', 'internet', 'mean']"
841,"['sound', 'littl', 'strang', 'chevron', 'say', 'gonna', 'grow', 'pane']"
842,"['true', 'next', 'gener', 'internet']"
843,"['regard', 'featur']"
844,"['everyon', 'say', 'part']"
845,"['question', 'relat', 'blockchain', 'central', 'aspect', 'matter']"
846,"['think', 'topic', 'would', 'like', 'cover', 'next', 'minut']"
847,"['peopl', 'believ', 'blockchain', 'technolog', 'technolog', 'essenti', 'part', 'creation', 'matter', 'abl', 'token', 'asset', 'abl', 'port', 'asset', 'platform', 'abl', 'secur', 'transact', 'affirm', 'ownership', 'asset', 'use', 'kind', 'secur', 'technolog']"
848,"['problem', 'point', 'view', 'take', 'take']"
849,"['fact', 'load', 'compani', 'legaci', 'system', 'legisl', 'polici', 'system', 'built', 'creat', 'certain', 'imposs', 'migrat', 'togeth', 'toward', 'blockchain', 'technolog']"
850,"['alway', 'remain', 'central', 'yeah']"
851,"['meta', 'compani']"
852,"['take', 'meta', 'destin', 'blockchain', 'base', 'central', 'central', 'matter', 'earth', 'compani', 'togeth', 'long', 'time']"
853,['realli']
854,"['realiti', 'recogn', 'even', 'decentr', 'foundat']"
855,"['central', 'byproduct', 'growth', 'invest']"
856,"['heavili', 'decentr']"
857,"['experi', 'heavili', 'central']"
858,"['aggreg', 'toward', 'hotmail', 'gmail', 'facebook', 'declin', 'absolut', 'devast', 'even', 'larg', 'program', 'like']"
859,"['even', 'take', 'look', 'crypto', 'platform']"
860,"['open', 'nearli', 'nineti', 'percent', 'share', 'marketplac', 'transact', 'entiti']"
861,['account']
862,"['payment', 'inform', 'store', 'actual', 'fulfil', 'manag', 'inventori']"
863,"['despit', 'fact', 'charg', 'mani', 'marketplac']"
864,"['cours', 'peer', 'peer', 'transact', 'free', 'mean', 'less', 'network', 'fee', 'peopl', 'open']"
865,"['open', 'central', 'verif', 'curat', 'insur', 'seem', 'like']"
866,"['blacklist', 'list', 'white', 'list']"
867,"['understand', 'natur']"
868,"['natur', 'central', 'effect', 'brand', 'trust', 'habit']"
869,"['noth', 'technic', 'central', 'decent', 'central']"
870,"['underli', 'perspect', 'matter', 'strong', 'three', 'tech', 'wide', 'adopt', 'wide', 'deploy', 'central', 'effect', 'separ', 'whether', 'central', 'versu', 'decent', 'central', 'shift', 'poll']"
871,"['decentr', 'nineteen', 'nineti', 'three', 'hyper', 'central', 'seem', 'like', 'gonna', 'shift', 'back', 'toward', 'decent', 'central', 'partli']"
872,"['question', 'much', 'necessarili', 'requir', 'full', 'decent']"
873,"['certainli', 'extent', 'want', 'side', 'side']"
874,"['cannot', 'devic', 'right', 'realli', 'decentr', 'oper']"
875,"['multiplay', 'server', 'cannot', 'decentr', 'right', 'good', 'reason', 'believ', 'law', 'physic', 'never', 'decentr', 'server', 'run', 'multi', 'user', 'simul']"
876,"['unless', 'want', 'three', 'frame', 'second', 'best']"
877,"['think', 'world', 'go', 'decentr', 'applic', 'partial', 'decentr', 'one', 'mostli', 'decentr', 'entir', 'central', 'one', 'trade', 'off']"
878,"['littl', 'like', 'say', 'bank', 'account']"
879,"['mean', 'also', 'petti', 'cash', 'drawer', 'home']"
880,['clear']
881,"['thank', 'answer']"
882,"['anoth', 'question', 'relat', 'moonshot', 'aspect', 'matter']"
883,"['right', 'oper', 'talk', 'mythic', 'creatur', 'matter', 'fulli']"
884,"['mean', 'call', 'peopl']"
886,['continu']
887,"['right', 'well']"
888,"['realiti', 'money', 'behind', 'compani', 'chang', 'name', 'chang', 'busi', 'order', 'make', 'happen']"
889,"['obvious', 'ball', 'start', 'roll', 'gonna', 'difficult', 'stop', 'snowbal', 'go', 'mountain']"
890,"['question', 'know', 'declar', 'know', 'meta', 'gonna', 'revolution']"
891,"['everyth', 'amaz', 'compani', 'believ']"
892,"['vision', 'much', 'think', 'vision', 'becom', 'realli', 'realiti']"
893,"['decentr', 'world', 'bring', 'asset', 'platform', 'seem']"
894,"['mean', 'vision', 'mobil', 'landscap', 'go', 'eighti', 'materi', 'thousand', 'thousand', 'ten', 'quit', 'differ']"
895,"['think', 'controversi', 'indiana', 'gonna', 'substanti', 'differ', 'imagin']"
896,"['gonna', 'substanti', 'differ', 'imagin', 'yeah']"
897,['okay']
898,['cours']
899,"['funni', 'like', 'know', 'ask']"
900,"['like', 'global', 'author', 'done', 'mani', 'interview', 'mani', 'differ', 'countri', 'done', 'three', 'differ', 'languag', 'today']"
901,"['everyon', 'want', 'know', 'answer']"
902,"['right', 'life', 'like', 'twenti', 'thirti', 'chang', 'feel', 'love', 'tell', 'happen', 'wake', 'morn', 'home']"
903,['yeah']
904,"['inabl', 'answer', 'question']"
906,"['think', 'inevit']"
907,"['folk', 'expect', 'answer', 'though', 'answer']"
908,"['therefor', 'issu', 'disappoint', 'total', 'valid']"
909,"['look', 'littl', 'disappoint', 'know', 'sweeney', 'jensen', 'huang', 'like', 'answer']"
910,['know']
911,"['alreadi', 'built', 'peopl']"
912,"['would', 'realli']"
913,['yeah']
914,"['respond', 'okay']"
915,"['vapor', 'wear']"
916,"['answer', 'know']"
917,['know']
918,"['first', 'foremost', 'technolog', 'recur']"
920,"['creat', 'technolog', 'reveal', 'lead', 'behavior']"
921,"['respond', 'network', 'innov', 'someon', 'say', 'interest']"
922,"['know', 'nick', 'would']"
923,"['gonna', 'build', 'product', 'nick']"
924,"['good', 'exampl', 'would', 'social']"
925,"['thought', 'billion', 'peopl', 'want', 'share', 'photo', 'daili', 'life']"
926,"['sever', 'time']"
